CODE,DESCRICAO,GRANDE_TEMA,FONTE,MEDIDA
BM12_IPCACOM12,IPCA - preços livres - comercializáveis - taxa de variação,Macroeconômico,"Banco Central do Brasil, Boletim, Seção Atividade Econômica (Bacen / Boletim / Ativ. Ec.)",(% a.m.)
BM12_NUCLEOPIPCA12,Núcleo de dupla ponderação - IPCA,Macroeconômico,"Banco Central do Brasil, Boletim, Seção Atividade Econômica (Bacen / Boletim / Ativ. Ec.)",(% a.m.)
DERAL12_ATBCAD12,Preço médio - atacado - bovinos - carcaça dianteira - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATBCAT12,Preço médio - atacado - bovinos - carcaça traseira - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATBSUI12,Preço médio - atacado - banha suína - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATARPO12,Preço médio - atacado - arroz (polido tipo 1) - 30 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
BM12_IPCAPLSER12,IPCA - preços livres - serviços - taxa de variação,Macroeconômico,"Banco Central do Brasil, Boletim, Seção Atividade Econômica (Bacen / Boletim / Ativ. Ec.)",(% a.m.)
BM12_IPCAPM12,IPCA - preços monitorados - taxa de variação,Macroeconômico,"Banco Central do Brasil, Boletim, Seção Atividade Econômica (Bacen / Boletim / Ativ. Ec.)",(% a.m.)
DERAL12_ATARP12,Preço médio - atacado - arroz (parabolizado tipo 2) - 30 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATCAM12,Preço médio - atacado - canjica amarela - 50 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFEC12,Preço médio - atacado - feijão de cor - 30 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFEP12,Preço médio - atacado - feijão preto - 30 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFMAC12,Preço médio - atacado - farinha de mandioca crua - 50 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFMP12,Preço médio - atacado - farinha de mandioca prensada - 50 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFRC12,Preço médio - atacado - frango congelado - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFRM12,Preço médio - atacado - milho (em farelo) - tonelada - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFECU12,Preço médio - atacado - fécula - 25 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFTRC12,Preço médio - atacado - farinha de trigo - 50 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFTRE12,Preço médio - atacado - farinha de trigo - especial - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATMC12,Preço médio - atacado - milho - 60 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATOLB12,Preço médio - atacado - óleo de soja - bruto - tonelada - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFSO12,Preço médio - atacado - soja (em farelo) - tonelada - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFUA12,Preço médio - atacado - fubá amarelo - 50 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFRR12,Preço médio - atacado - frango resfriado - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATFMAT12,Preço médio - atacado - farinha de mandioca torrada - 50 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATOLR12,Preço médio - atacado - óleo de soja - refinado - 20 latas - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATOVG12,Preço médio - atacado - ovo grande tipo 2 - 30 dúzias - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATOVM12,Preço médio - atacado - ovo médio tipo 3 - 30 dúzias - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATSCAR12,Preço médio - atacado - suínos - de raça - carcaça - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATQMZ12,Preço médio - atacado - queijo muçarela - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATMAE12,Preço médio - atacado - manteiga extra - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATOVE12,Preço médio - atacado - ovo extra tipo 1 - 30 dúzias - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATQMF12,Preço médio - atacado - queijo minas frescal - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATPIC12,Preço médio - atacado - pinto de corte - unidade - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATQPA12,Preço médio - atacado - queijo parmesão - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATSUPA12,Preço médio - atacado - suínos - paleta com osso - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATSUPE12,Preço médio - atacado - suínos - pernil com osso - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATSULO12,Preço médio - atacado - suínos - lombo sem osso - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRCAN12,Preço médio - recebido pelo agricultor - cana-de-açúcar - tonelada - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_ATQPR12,Preço médio - atacado - queijo prato - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRBGO12,Preço médio - recebido pelo agricultor - boi gordo - arroba - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRARIR12,Preço médio - recebido pelo agricultor - arroz (em casca) - 50 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRFEP12,Preço médio - recebido pelo agricultor - feijão preto - 60 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRLECO12,Preço médio - recebido pelo agricultor - leite - litro - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRFEC12,Preço médio - recebido pelo agricultor - feijão de cor - 60 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRMI12,Preço médio - recebido pelo agricultor - milho - 60 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PROVG12,Preço médio - recebido pelo agricultor - ovo grande - 30 dúzias - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRBMA12,Preço médio - recebido pelo agricultor - boi magro para engorda - cabeça - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRCCO12,Preço médio - recebido pelo agricultor - café (em coco) -  kg / renda - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRFRV12,Preço médio - atacado - frango vivo - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PRSO12,Preço médio - recebido pelo agricultor - soja - 60 kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DERAL12_PROVM12,Preço médio - recebido pelo agricultor - ovo médio - 30 dúzias - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
DIEESE12_CBSP12,Cesta básica - município de São Paulo,Macroeconômico,Departamento Intersindical de Estatística e Estudos Sócio-Econômicos (Dieese),R$
FIPE12_FIPE0001,IPC (FIPE)  - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPE0002,IPC - grupo: habitação - RMSP - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPE0348,IPC - grupo: transportes - RMSP - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
DERAL12_PRSUC12,Preço méido - recebido pelo agricultor - suínos - comuns - kg - PR,Macroeconômico,"Secretaria da Agricultura e do Abastecimento do Estado do Paraná, Departamento de Economia Rural (Seab-PR)",R$
FIPE12_FIPE0118,IPC - grupo: alimentação - RMSP - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPE0379,IPC - grupo: despesas pessoais - RMSP - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPE0482,IPC - grupo: saúde - grupo: saúde - RMSP - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPE0553,IPC - grupo: educação - RMSP - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPEQ1G12,IPC -1ª quadrissemana (FIPE),Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPEQ2G12,IPC -2ª quadrissemana (FIPE),Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_FIPEQ3G12,IPC -3ª quadrissemana (FIPE),Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
FIPE12_IPCFIPE12,IPC - geral - índice (jun. 1994 = 100) - RMSP,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),-
FIPE12_FIPE0516,IPC - grupo: vestuário - RMSP - taxa de variação,Macroeconômico,Fundação Instituto de Pesquisas Econômicas (Fipe),(% a.m.)
IGP12_IGP1012,IGP-10 - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IGPM12,IGP-M - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IGPMG12,IGP-M,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IGPDI12,IGP-DI - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IGPF12,IGP-DI - geral - centrado - fim período - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IGPMG1D12,IGP-M - 1º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IGPMG2D12,IGP-M - 2º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IGPDIG12,IGP-DI,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_INCC1012,INCC-10 - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_INCC12,INCC-DI - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IGPOG12,IGP-OG - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_INCCG12,INCC-DI,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_INCCMG12,INCC-M,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_INCCMG1D12,INCC-M - 1º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IGPOGG12,IGP-OG,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_INCCMG2D12,INCC-M - 2º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPA1012,IPA-10 - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IPADI12,IPA-DI - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IPAI12,IPA-DI - origem - prod. industriais - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IPAMG1D12,IPA-M - 1º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPADIG12,IPA-DI,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPAMG12,IPA-M,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPAA12,IPA-DI - origem - prod. agropecuários - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IPC1012,IPC-10 - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
IGP12_IPAMG2D12,IPA-M - 2º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPCMG1D12,IPC-M - 1º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPCG12,IPC-DI (FGV),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPCMG2D12,IPC-M - 2º decêndio,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPCSNUCL12,Núcleo - IPC-S,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
INPC,INPC - capitais - índice (dez. 1993=100),Regional,Instituto  Brasileiro de Geografia e Estatística,-
PRECOS12_INPC12,INPC - geral - índice (dez. 1993 = 100),Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",-
IGP12_IPCMG12,IPC-M,Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",(% a.m.)
IGP12_IPC12,IPC-DI - geral - índice (ago. 1994 = 100),Macroeconômico,"Fundação Getulio Vargas, Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP)",-
PRECOS12_INPCAB12,INPC - alimentos e bebidas - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCBR12,INPC - geral - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCCO12,INPC - comunicação - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCHA12,INPC - habitação - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCSC12,INPC - saúde e cuidados pessoais - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCAR12,INPC - artigos de residência - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCED12,"INPC - educação, leitura e papelaria - taxa de variação",Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCCD12,INPC - despesas pessoais - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCTC12,INPC - transportes - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_INPCVE12,INPC - vestuário - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCA12,IPCA - geral - índice (dez. 1993 = 100),Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",-
PRECOS12_IPCAAR12,IPCA - artigos de residência - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCACD12,IPCA - despesas pessoais - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCAED12,"IPCA - educação, leitura e papelaria - taxa de variação",Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCACO12,IPCA - comunicação - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCAAB12,IPCA - alimentos e bebidas - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCASP12,IPCA - RMSP - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCAVE12,IPCA - vestuário - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
SNIC12_VKGSCC12,Preço médio - cimento - Kg,Macroeconômico,Câmara Brasileira da Indústria da Construção/Sindicatos da Indústria da Construção Civil (CBIC/Sinduscons Estaduais),R$
SNIC12_V50KGSCC12,Preço médio - cimento - saco de 50Kg,Macroeconômico,Câmara Brasileira da Indústria da Construção/Sindicatos da Indústria da Construção Civil (CBIC/Sinduscons Estaduais),R$
PRECOS12_IPCAHA12,IPCA - habitação - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCATC12,IPCA - transportes - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCAG12,IPCA - geral - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
PRECOS12_IPCASC12,IPCA - saúde e cuidados pessoais - taxa de variação,Macroeconômico,"Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC)",(% a.m.)
SNIC12_VTONSCC12,Preço médio - cimento - tonelada,Macroeconômico,Câmara Brasileira da Indústria da Construção/Sindicatos da Indústria da Construção Civil (CBIC/Sinduscons Estaduais),US$
BM12_RES12,Reservas internacionais,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Setor Externo (Bacen/Notas Imprensa/Set. Ext)",US$
BPAG12_AR12,Balanço de pagamentos - ativos de reserva,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_BCM12,Balanço de pagamentos - balança comercial - importações,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_CF12,Balanço de pagamentos - conta Financeira - saldo (captações - concessões),Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_BC12,Balanço de pagamentos - balança comercial - saldo,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_BCX12,Balanço de pagamentos - balança comercial - exportações,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_CKR12,Balanço de pagamentos - conta capital - receita,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_CRCO12,Balanço de pagamentos - outros investimentos - créditos comerciais e adiantamentos - saldo (passivos - ativos),Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_CRCOA12,Balanço de pagamentos - outros investimentos - créditos comerciais e adiantamentos - ativos,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_CK12,Balanço de pagamentos - conta capital - saldo,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_DERP12,Balanço de pagamentos - derivativos - passivos,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_EMPAI12,Balanço de pagamentos - outros investimentos - empréstimos - ativos - ingressos,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_DER12,Balanço de pagamentos - derivativos - saldo (passivos - ativos),Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_CRCOP12,Balanço de pagamentos - outros investimentos - créditos comerciais e adiantamentos - passivos,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_CKD12,Balanço de pagamentos - conta capital - despesa,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_EMPA12,Balanço de pagamentos - outros investimentos - empréstimos - ativos - saldo,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_EMPAS12,Balanço de pagamentos - outros investimentos - empréstimos - ativos - saídas,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_EMPPI12,Balanço de pagamentos - outros investimentos - empréstimos - passivos - ingressos,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_EMPPS12,Balanço de pagamentos - outros investimentos - empréstimos - passivos - saídas,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_EO12,Balanço de pagamentos - erros e omissões,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
BPAG12_DERA12,Balanço de pagamentos - derivativos - ativos,Macroeconômico,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",US$
